passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,travel_time_sec,total_amount
Rose Edwards,2017-04-06 22:24:30,2017-04-06 22:31:32,Cash,5,1.25,7.0,1.66,0.0,Edwards,0 days 00:07:02,422.0,8.66
Shelly Allen,2017-08-28 22:35:08,2017-08-28 22:43:16,Cash,1,2.3,9.0,2.05,0.0,Allen,0 days 00:08:08,488.00000000000006,11.05
Ellen Porter,2017-08-24 07:23:24,2017-08-24 07:39:53,Card,4,3.5,15.0,3.16,0.0,Porter,0 days 00:16:29,989.0000000000001,18.16
Ashley Austin,2017-05-14 12:34:44,2017-05-14 12:38:05,Card,6,0.46,4.5,0.0,0.0,Austin,0 days 00:03:21,201.0,4.5
Amanda Martinez,2017-09-14 20:12:02,2017-09-14 20:49:07,Cash,1,24.61,64.5,0.0,0.0,Martinez,0 days 00:37:05,2225.0,64.5
Barbara Ray,2017-05-17 10:15:18,2017-05-17 10:20:48,Cash,1,0.63,5.5,1.26,0.0,Ray,0 days 00:05:30,330.0,6.76
Sonya Dean,2017-12-03 12:57:45,2017-12-03 13:04:26,Cash,1,0.9,6.0,1.36,0.0,Dean,0 days 00:06:41,401.0,7.36
Helen Powell,2017-07-21 19:28:58,2017-07-21 19:46:59,Cash,2,4.69,16.5,0.0,0.0,Powell,0 days 00:18:01,1081.0,16.5
John Taylor,2017-07-15 17:00:13,2017-07-15 17:10:46,Card,1,2.94,11.0,5.27,5.76,Taylor,0 days 00:10:33,633.0,22.03
Kenneth Snyder,2017-12-12 07:24:00,2017-12-12 07:27:55,Card,1,0.96,5.0,1.16,0.0,Snyder,0 days 00:03:55,235.00000000000003,6.16
Chad Myers,2017-10-31 18:59:20,2017-10-31 19:31:06,Cash,1,15.23,42.0,7.0,0.0,Myers,0 days 00:31:46,1906.0000000000002,49.0
Dana Baldwin,2017-11-05 14:23:59,2017-11-05 14:29:43,Card,1,0.59,5.5,0.0,0.0,Baldwin,0 days 00:05:44,344.0,5.5
Juan Gardner MD,2017-02-12 12:54:14,2017-02-12 13:02:33,Cash,1,1.21,7.0,1.56,0.0,MD,0 days 00:08:19,499.00000000000006,8.56
Gregory Richards,2017-09-05 13:23:19,2017-09-05 13:42:49,Cash,1,1.52,13.0,0.0,0.0,Richards,0 days 00:19:30,1170.0,13.0
Paul Calhoun,2017-10-23 10:18:35,2017-10-23 10:41:37,Card,1,4.71,19.0,0.0,0.0,Calhoun,0 days 00:23:02,1382.0,19.0
Jason Payne,2017-01-20 00:15:26,2017-01-20 00:44:59,Card,1,20.5,55.0,11.25,0.0,Payne,0 days 00:29:33,1773.0,66.25
Angelica Oliver,2017-12-08 23:59:57,2017-12-09 00:10:23,Cash,6,1.89,9.0,2.06,0.0,Oliver,0 days 00:10:26,626.0,11.06
Richard Peterson,2017-12-09 19:57:13,2017-12-09 20:25:54,Cash,6,2.8,18.5,1.0,0.0,Peterson,0 days 00:28:41,1721.0,19.5
Craig Garrison,2017-12-10 16:23:19,2017-12-10 16:30:01,Cash,1,1.54,7.0,1.56,0.0,Garrison,0 days 00:06:42,402.0,8.56
David Miller,2017-11-29 06:54:03,2017-11-29 07:03:34,Cash,1,2.7,10.5,1.0,0.0,Miller,0 days 00:09:31,571.0,11.5
Ryan Hernandez,2017-02-11 12:05:13,2017-02-11 12:31:06,Card,1,3.7,19.0,3.95,0.0,Hernandez,0 days 00:25:53,1553.0,22.95
Stephanie Jones,2017-01-26 13:58:29,2017-01-26 14:12:53,Cash,1,1.39,10.5,2.26,0.0,Jones,0 days 00:14:24,864.0,12.76
Chloe Gonzalez,2017-08-13 12:49:43,2017-08-13 13:00:57,Card,1,3.9,13.5,2.85,0.0,Gonzalez,0 days 00:11:14,674.0,16.35
Noah Webb,2017-12-07 11:13:47,2017-12-07 11:24:30,Card,2,1.6,8.5,2.3,0.0,Webb,0 days 00:10:43,643.0,10.8
Jeremy Howard,2017-11-28 13:48:17,2017-11-28 13:54:40,Cash,1,0.8,6.0,1.7,0.0,Howard,0 days 00:06:23,383.0,7.7
Amanda Todd,2017-09-02 01:43:59,2017-09-02 02:02:00,Card,1,8.0,24.5,5.2,0.0,Todd,0 days 00:18:01,1081.0,29.7
Stephanie Guzman,2017-04-09 00:34:03,2017-04-09 00:49:50,Cash,1,2.77,13.5,2.96,0.0,Guzman,0 days 00:15:47,947.0000000000001,16.46
Cindy Harris,2017-09-27 16:14:51,2017-09-27 16:25:00,Cash,1,1.3,8.0,1.95,0.0,Harris,0 days 00:10:09,609.0,9.95
Chelsea Marshall,2017-07-16 23:06:51,2017-07-16 23:35:01,Card,1,7.9,27.0,7.05,0.0,Marshall,0 days 00:28:10,1690.0,34.05
Elizabeth Davis,2017-09-12 14:46:45,2017-09-12 14:53:00,Cash,1,0.7,6.0,1.0,0.0,Davis,0 days 00:06:15,375.0,7.0
Theresa Rios,2017-05-20 22:36:04,2017-05-20 22:42:10,Card,1,0.98,6.0,0.0,0.0,Rios,0 days 00:06:06,366.0,6.0
Michael Alvarado,2017-06-07 19:49:43,2017-06-07 20:03:37,Cash,1,2.2,10.5,2.45,0.0,Alvarado,0 days 00:13:54,834.0,12.95
Julie Duncan,2017-08-24 08:12:50,2017-08-24 08:15:57,Cash,1,0.52,4.5,0.0,0.0,Duncan,0 days 00:03:07,187.0,4.5
James Cruz,2017-02-14 06:13:47,2017-02-14 06:20:43,Cash,1,1.83,7.5,1.66,0.0,Cruz,0 days 00:06:56,416.0,9.16
Kelly Higgins,2017-12-27 15:31:29,2017-12-27 16:00:30,Cash,1,3.0,18.5,0.0,0.0,Higgins,0 days 00:29:01,1741.0,18.5
Brooke Grimes,2017-10-27 18:05:06,2017-10-27 18:14:28,Cash,1,2.77,11.0,2.56,0.0,Grimes,0 days 00:09:22,562.0,13.56
Jonathon Garcia,2017-04-13 11:24:35,2017-04-13 11:42:36,Card,1,2.02,12.5,3.99,0.0,Garcia,0 days 00:18:01,1081.0,16.490000000000002
James Walker,2017-05-12 16:45:03,2017-05-12 17:03:51,Cash,1,2.3,13.0,4.4,0.0,Walker,0 days 00:18:48,1128.0,17.4
Bobby Ward,2017-08-14 16:16:30,2017-08-14 16:28:04,Card,1,2.06,9.5,1.0,0.0,Ward,0 days 00:11:34,694.0,10.5
Bryan Levy,2017-05-08 12:01:24,2017-05-08 12:13:41,Cash,1,1.25,9.0,1.96,0.0,Levy,0 days 00:12:17,737.0,10.96
Misty Howard,2017-12-09 07:08:33,2017-12-09 07:11:25,Card,1,1.2,5.5,1.0,0.0,Howard,0 days 00:02:52,172.0,6.5
Paul Edwards,2017-10-22 09:58:55,2017-10-22 10:05:43,Cash,1,2.17,9.0,0.0,0.0,Edwards,0 days 00:06:48,408.0,9.0
Greg Paul,2017-05-16 00:57:11,2017-05-16 01:03:28,Card,2,1.14,6.5,1.95,0.0,Paul,0 days 00:06:17,377.0,8.45
Patrick King,2017-01-04 13:46:37,2017-01-04 13:52:08,Cash,1,1.66,7.5,2.08,0.0,King,0 days 00:05:31,331.0,9.58
Aaron Little,2017-09-19 01:10:45,2017-09-19 01:26:11,Card,1,4.7,17.0,4.0,0.0,Little,0 days 00:15:26,926.0000000000001,21.0
Terry Santos,2017-09-18 23:08:09,2017-09-18 23:16:28,Cash,1,1.32,7.5,1.76,0.0,Santos,0 days 00:08:19,499.00000000000006,9.26
Angel Andersen,2017-07-19 08:29:28,2017-07-19 08:38:40,Card,4,0.88,7.5,1.7,0.0,Andersen,0 days 00:09:12,552.0,9.2
Miguel Bryant,2017-11-03 10:35:13,2017-11-03 10:49:04,Card,1,2.43,11.5,3.69,0.0,Bryant,0 days 00:13:51,831.0,15.19
Rachel Holmes,2017-09-18 20:09:37,2017-09-18 20:13:24,Cash,1,0.78,5.0,1.58,0.0,Holmes,0 days 00:03:47,227.0,6.58
Christopher Graham,2017-11-02 10:38:19,2017-11-02 10:48:50,Card,1,1.4,8.5,1.85,0.0,Graham,0 days 00:10:31,631.0,10.35
Kelly Mccormick,2017-01-21 17:04:59,2017-01-21 17:23:27,Card,3,2.6,13.5,0.0,0.0,Mccormick,0 days 00:18:28,1108.0,13.5
Brooke Warner,2017-01-01 01:32:44,2017-01-01 01:47:41,Cash,2,5.4,18.0,0.0,0.0,Warner,0 days 00:14:57,897.0,18.0
Alex Ortiz,2017-12-19 17:16:06,2017-12-19 17:33:20,Card,1,1.7,12.0,2.75,0.0,Ortiz,0 days 00:17:14,1034.0,14.75
Paige Park,2017-11-25 13:16:59,2017-11-25 13:24:15,Cash,1,1.4,7.0,0.0,0.0,Park,0 days 00:07:16,436.0,7.0
Joseph Burns,2017-07-26 23:00:47,2017-07-26 23:08:20,Cash,6,0.85,6.5,1.17,0.0,Burns,0 days 00:07:33,453.0,7.67
Susan Quinn,2017-08-29 13:38:28,2017-08-29 14:13:05,Card,1,12.96,39.0,2.0,0.0,Quinn,0 days 00:34:37,2077.0,41.0
Gregory Jones,2017-02-02 11:03:22,2017-02-02 11:31:18,Cash,3,5.0,22.5,4.65,0.0,Jones,0 days 00:27:56,1676.0,27.15
Kim Phillips,2017-02-04 00:41:01,2017-02-04 00:50:04,Card,1,1.2,7.5,1.75,0.0,Phillips,0 days 00:09:03,543.0,9.25
Danny Leonard,2017-03-01 19:36:24,2017-03-01 19:53:04,Cash,2,2.01,12.0,3.45,0.0,Leonard,0 days 00:16:40,1000.0000000000001,15.45
Sergio May,2017-02-11 20:39:19,2017-02-11 20:43:17,Cash,1,0.6,4.5,1.16,0.0,May,0 days 00:03:58,238.00000000000003,5.66
Lynn Lindsey,2017-12-08 08:19:45,2017-12-08 08:24:25,Cash,1,0.84,5.0,1.45,0.0,Lindsey,0 days 00:04:40,280.0,6.45
Corey Allen,2017-01-30 10:31:06,2017-01-30 10:38:56,Card,1,0.97,7.0,0.0,0.0,Allen,0 days 00:07:50,470.00000000000006,7.0
Brianna Hoover,2017-02-23 23:48:36,2017-02-23 23:56:14,Cash,2,1.3,7.5,1.75,0.0,Hoover,0 days 00:07:38,458.00000000000006,9.25
Jay Gomez,2017-08-14 16:49:45,2017-08-14 17:08:36,Card,1,1.55,12.5,2.86,0.0,Gomez,0 days 00:18:51,1131.0,15.36
Rhonda Brown,2017-09-11 07:22:06,2017-09-11 07:38:42,Cash,3,1.58,11.5,0.0,0.0,Brown,0 days 00:16:36,996.0000000000001,11.5
Tyler Lynch,2017-11-10 10:40:39,2017-11-10 11:04:03,Cash,1,1.6,14.5,0.0,0.0,Lynch,0 days 00:23:24,1404.0,14.5
Sean Ruiz,2017-11-01 07:23:31,2017-11-01 08:08:41,Card,1,11.3,38.0,8.91,5.76,Ruiz,0 days 00:45:10,2710.0,52.669999999999995
Kevin Cox,2017-01-25 00:07:30,2017-01-25 00:12:18,Cash,1,0.8,5.5,1.0,0.0,Cox,0 days 00:04:48,288.0,6.5
Danny Leblanc,2017-02-26 14:00:45,2017-02-26 14:09:10,Cash,5,1.62,8.0,1.76,0.0,Leblanc,0 days 00:08:25,505.00000000000006,9.76
Samantha Wallace,2017-12-14 12:52:54,2017-12-14 13:12:26,Cash,6,1.39,12.5,2.0,0.0,Wallace,0 days 00:19:32,1172.0,14.5
Rachel Wright,2017-06-28 00:10:28,2017-06-28 00:14:32,Cash,2,0.9,5.0,1.25,0.0,Wright,0 days 00:04:04,244.00000000000003,6.25
Matthew Moore,2017-12-10 11:53:00,2017-12-10 12:03:00,Card,1,2.3,9.5,2.58,0.0,Moore,0 days 00:10:00,600.0,12.08
Edward Brooks,2017-04-26 10:01:36,2017-04-26 10:07:40,Cash,1,1.4,7.0,0.0,0.0,Brooks,0 days 00:06:04,364.0,7.0
Phillip Reid,2017-09-30 13:17:34,2017-09-30 13:19:42,Cash,1,0.4,3.5,0.0,0.0,Reid,0 days 00:02:08,128.0,3.5
Jonathan Ross,2017-12-25 15:38:27,2017-12-25 15:45:08,Card,1,1.0,6.5,1.45,0.0,Ross,0 days 00:06:41,401.0,7.95
David Wells,2017-11-05 00:29:26,2017-11-05 00:31:44,Card,1,0.35,3.5,0.0,0.0,Wells,0 days 00:02:18,138.0,3.5
John Holland,2017-10-10 14:05:28,2017-10-10 14:23:57,Cash,1,3.62,15.5,0.0,0.0,Holland,0 days 00:18:29,1109.0,15.5
Jessica Park,2017-10-21 22:01:03,2017-10-21 22:12:00,Card,3,1.7,9.0,0.0,0.0,Park,0 days 00:10:57,657.0,9.0
Ms. Stacy Santos,2017-05-09 09:18:49,2017-05-09 09:32:15,Card,1,1.1,9.5,2.05,0.0,Santos,0 days 00:13:26,806.0,11.55
Amber Reyes,2017-07-28 17:07:37,2017-07-28 17:54:08,Cash,3,8.5,32.5,0.0,0.0,Reyes,0 days 00:46:31,2791.0,32.5
William Jackson,2017-09-24 07:16:45,2017-09-24 07:30:35,Card,1,2.89,12.5,0.0,0.0,Jackson,0 days 00:13:50,830.0,12.5
Yolanda Martinez,2017-06-20 18:25:10,2017-06-20 18:40:34,Cash,2,1.91,11.0,0.0,0.0,Martinez,0 days 00:15:24,924.0000000000001,11.0
Carmen Hill,2017-09-21 12:58:51,2017-09-21 13:07:44,Cash,1,0.9,7.0,1.95,0.0,Hill,0 days 00:08:53,533.0,8.95
Heather Parker,2017-12-11 15:46:52,2017-12-11 15:57:08,Cash,1,1.1,8.0,0.0,0.0,Parker,0 days 00:10:16,616.0,8.0
Victoria Williams,2017-07-03 21:24:47,2017-07-03 21:28:52,Cash,1,1.2,5.5,0.0,0.0,Williams,0 days 00:04:05,245.00000000000003,5.5
Eric Brooks,2017-11-20 08:01:33,2017-11-20 08:11:29,Cash,1,2.48,10.0,0.0,0.0,Brooks,0 days 00:09:56,596.0,10.0
Jeffery Edwards,2017-04-19 11:54:23,2017-04-19 12:04:14,Card,1,1.19,8.0,0.0,0.0,Edwards,0 days 00:09:51,591.0,8.0
Alexander Orr,2017-05-16 14:25:36,2017-05-16 14:34:14,Cash,1,0.86,7.0,0.0,0.0,Orr,0 days 00:08:38,518.0,7.0
Jonathan Martinez,2017-03-31 16:14:50,2017-03-31 16:30:50,Cash,1,2.58,12.0,0.0,0.0,Martinez,0 days 00:16:00,960.0000000000001,12.0
Mr. Matthew Jones DDS,2017-12-15 13:00:19,2017-12-15 13:20:18,Cash,3,7.54,24.5,5.06,0.0,DDS,0 days 00:19:59,1199.0,29.56
Gary Woodard,2017-12-31 14:09:17,2017-12-31 14:21:54,Cash,1,3.3,13.0,3.45,0.0,Woodard,0 days 00:12:37,757.0,16.45
Richard Wright Jr.,2017-01-04 08:07:34,2017-01-04 08:13:49,Card,5,0.88,6.0,1.36,0.0,Jr.,0 days 00:06:15,375.0,7.36
Mario Mcknight,2017-10-19 21:13:12,2017-10-19 21:24:43,Card,1,1.3,8.5,2.3,0.0,Mcknight,0 days 00:11:31,691.0,10.8
David Reyes,2017-03-22 10:17:45,2017-03-22 10:25:45,Card,1,0.9,7.0,0.0,0.0,Reyes,0 days 00:08:00,480.00000000000006,7.0
Charles Branch,2017-07-02 11:29:34,2017-07-02 11:32:57,Cash,1,0.63,4.5,1.06,0.0,Branch,0 days 00:03:23,203.0,5.5600000000000005
Robert Trevino,2017-08-06 06:01:11,2017-08-06 06:05:43,Card,2,2.71,9.5,0.0,0.0,Trevino,0 days 00:04:32,272.0,9.5
Zachary George,2017-03-03 21:55:26,2017-03-03 22:19:09,Card,1,9.9,29.5,7.25,5.54,George,0 days 00:23:43,1423.0,42.29
Collin Everett,2017-01-17 17:51:14,2017-01-17 18:02:54,Card,2,1.24,8.5,2.06,0.0,Everett,0 days 00:11:40,700.0,10.56
Blake Roman,2017-08-28 21:08:10,2017-08-28 21:17:28,Cash,5,2.06,9.0,0.0,0.0,Roman,0 days 00:09:18,558.0,9.0
Daniel Martinez,2017-08-17 04:06:26,2017-08-17 04:06:29,Card,4,0.0,98.5,0.0,0.0,Martinez,0 days 00:00:03,3.0,98.5
John Hogan,2017-11-17 12:21:07,2017-11-17 12:40:13,Cash,3,1.6,12.5,3.3,0.0,Hogan,0 days 00:19:06,1146.0,15.8
James May,2017-02-08 18:46:38,2017-02-08 19:18:27,Card,1,17.22,47.0,5.0,5.54,May,0 days 00:31:49,1909.0000000000002,57.54
Wayne Steele,2017-10-14 09:07:33,2017-10-14 09:24:44,Cash,1,4.3,16.0,3.35,0.0,Steele,0 days 00:17:11,1031.0,19.35
Victor Yang,2017-08-23 20:45:12,2017-08-23 20:54:32,Cash,3,1.38,8.0,1.86,0.0,Yang,0 days 00:09:20,560.0,9.86
Alice Chambers,2017-04-17 20:07:21,2017-04-17 20:27:14,Card,1,4.6,17.5,0.0,0.0,Chambers,0 days 00:19:53,1193.0,17.5
Carolyn Shelton,2017-07-25 17:28:02,2017-07-25 17:55:09,Card,1,5.33,21.0,4.56,0.0,Shelton,0 days 00:27:07,1627.0,25.56
Cheryl Roberts,2017-03-05 01:31:04,2017-03-05 01:43:54,Card,1,2.0,10.0,1.5,0.0,Roberts,0 days 00:12:50,770.0,11.5
Christopher Miller,2017-06-03 13:27:14,2017-06-03 13:42:07,Card,1,5.6,19.0,4.95,0.0,Miller,0 days 00:14:53,893.0,23.95
Gina Hill,2017-01-16 13:26:04,2017-01-16 13:49:22,Card,1,4.07,18.0,0.0,0.0,Hill,0 days 00:23:18,1398.0,18.0
Haley Simpson,2017-09-30 16:46:04,2017-09-30 17:15:33,Card,3,3.5,19.5,0.0,0.0,Simpson,0 days 00:29:29,1769.0,19.5
Elizabeth Smith,2017-08-08 09:59:00,2017-08-08 10:12:53,Card,2,2.98,12.5,2.66,0.0,Smith,0 days 00:13:53,833.0,15.16
James Kirby,2017-01-12 15:33:27,2017-01-12 16:05:03,Card,5,5.21,22.0,0.0,0.0,Kirby,0 days 00:31:36,1896.0000000000002,22.0
Angela Thompson,2017-06-29 17:51:38,2017-06-29 18:11:50,Cash,1,2.9,14.5,3.25,0.0,Thompson,0 days 00:20:12,1212.0,17.75
Kimberly Ford,2017-01-01 19:33:02,2017-01-01 19:35:29,Card,1,0.56,4.0,0.96,0.0,Ford,0 days 00:02:27,147.0,4.96
Tammy Wu,2017-06-06 20:24:59,2017-06-06 20:30:26,Card,1,1.2,6.0,1.0,0.0,Wu,0 days 00:05:27,327.0,7.0
Amber Jordan,2017-10-16 19:30:17,2017-10-16 19:39:02,Card,1,1.51,8.0,1.5,0.0,Jordan,0 days 00:08:45,525.0,9.5
Darryl Hurley,2017-10-26 14:05:09,2017-10-26 14:45:29,Card,1,11.7,39.0,11.35,5.76,Hurley,0 days 00:40:20,2420.0,56.11
Rebecca Davis,2017-08-08 21:56:37,2017-08-08 22:07:33,Cash,2,2.1,9.5,2.7,0.0,Davis,0 days 00:10:56,656.0,12.2
Mary Pollard,2017-02-25 12:41:13,2017-02-25 12:50:06,Cash,1,1.8,8.5,0.0,0.0,Pollard,0 days 00:08:53,533.0,8.5
Bradley Franklin,2017-07-26 15:49:42,2017-07-26 16:02:26,Cash,2,2.2,11.0,0.0,0.0,Franklin,0 days 00:12:44,764.0,11.0
Kathleen Lopez,2017-06-27 15:04:26,2017-06-27 15:11:03,Cash,1,1.1,6.5,1.45,0.0,Lopez,0 days 00:06:37,397.0,7.95
Laurie Hall,2017-03-26 00:58:05,2017-03-26 01:08:03,Card,1,1.8,9.0,0.0,0.0,Hall,0 days 00:09:58,598.0,9.0
Robert Kline,2017-02-25 14:57:00,2017-02-25 15:07:46,Cash,4,1.2,8.5,2.3,0.0,Kline,0 days 00:10:46,646.0,10.8
Susan Ryan,2017-03-31 23:51:04,2017-03-31 23:59:38,Cash,2,1.36,7.5,0.0,0.0,Ryan,0 days 00:08:34,514.0,7.5
Kimberly Thomas,2017-12-03 03:14:56,2017-12-03 03:29:21,Cash,1,5.6,17.5,2.0,0.0,Thomas,0 days 00:14:25,865.0,19.5
Jessica Hernandez,2017-06-03 00:27:31,2017-06-03 00:44:58,Cash,1,3.3,14.5,3.0,0.0,Hernandez,0 days 00:17:27,1047.0,17.5
Chelsea Flores,2017-05-15 11:56:21,2017-05-15 12:45:50,Card,1,10.15,41.5,8.46,0.0,Flores,0 days 00:49:29,2969.0,49.96
Alejandro Flowers,2017-06-05 19:23:03,2017-06-05 19:29:12,Cash,1,0.8,6.0,1.55,0.0,Flowers,0 days 00:06:09,369.0,7.55
Linda Johnson,2017-01-12 23:13:27,2017-01-12 23:16:44,Card,5,0.76,4.5,0.0,0.0,Johnson,0 days 00:03:17,197.0,4.5
Amy Allen,2017-03-26 02:07:08,2017-03-26 02:07:12,Card,1,0.0,18.0,2.0,0.0,Allen,0 days 00:00:04,4.0,20.0
Thomas Downs,2017-08-16 07:32:48,2017-08-16 07:50:38,Card,2,9.8,28.0,5.75,0.0,Downs,0 days 00:17:50,1070.0,33.75
David Garcia,2017-05-24 18:40:32,2017-05-24 18:57:52,Cash,1,2.85,13.0,2.96,0.0,Garcia,0 days 00:17:20,1040.0,15.96
Brittany Schultz,2017-09-04 23:31:56,2017-09-04 23:40:31,Card,1,1.6,8.0,1.0,0.0,Schultz,0 days 00:08:35,515.0,9.0
Ryan Hess,2017-07-29 01:18:06,2017-07-29 01:31:10,Card,4,2.8,11.5,2.55,0.0,Hess,0 days 00:13:04,784.0,14.05
Stephanie Garcia,2017-12-06 22:12:35,2017-12-06 22:38:38,Card,1,6.7,24.5,5.15,0.0,Garcia,0 days 00:26:03,1563.0,29.65
Chris Quinn,2017-02-16 15:25:53,2017-02-16 16:56:01,Card,1,17.4,52.0,10.55,0.0,Quinn,0 days 01:30:08,5408.0,62.55
Mary Neal,2017-09-22 20:46:02,2017-09-22 20:55:24,Card,1,1.6,8.5,1.95,0.0,Neal,0 days 00:09:22,562.0,10.45
Justin Hodge,2017-06-03 03:02:24,2017-06-03 03:14:07,Cash,1,4.09,14.0,3.06,0.0,Hodge,0 days 00:11:43,703.0,17.06
Michael Johnson,2017-04-29 12:46:04,2017-04-29 13:09:40,Card,1,5.2,19.5,4.05,0.0,Johnson,0 days 00:23:36,1416.0,23.55
Sherri Nguyen,2017-12-02 00:18:35,2017-12-02 00:23:22,Cash,1,1.0,6.0,0.0,0.0,Nguyen,0 days 00:04:47,287.0,6.0
Jessica Jackson,2017-04-21 21:41:12,2017-04-21 21:47:25,Cash,1,0.9,6.0,1.46,0.0,Jackson,0 days 00:06:13,373.0,7.46
Andrew Hernandez,2017-11-21 15:09:29,2017-11-21 15:18:45,Cash,2,0.6,7.0,1.56,0.0,Hernandez,0 days 00:09:16,556.0,8.56
Lori Anderson,2017-02-14 23:48:09,2017-02-15 00:15:28,Card,1,9.2,29.5,6.15,0.0,Anderson,0 days 00:27:19,1639.0,35.65
Christopher Robertson,2017-03-03 13:14:08,2017-03-03 13:27:16,Card,5,2.0,10.5,0.0,0.0,Robertson,0 days 00:13:08,788.0,10.5
Phillip Bailey,2017-05-01 22:17:08,2017-05-01 22:32:29,Card,1,4.12,15.5,0.0,0.0,Bailey,0 days 00:15:21,921.0000000000001,15.5
Andrea Terry,2017-02-22 20:35:57,2017-02-22 20:48:17,Cash,1,1.34,9.0,0.0,0.0,Terry,0 days 00:12:20,740.0,9.0
Colton Preston,2017-10-05 17:43:29,2017-10-05 17:53:56,Cash,1,1.0,7.5,1.86,0.0,Preston,0 days 00:10:27,627.0,9.36
Daniel Russell,2017-05-08 18:33:59,2017-05-08 18:42:30,Card,2,1.7,8.0,0.0,0.0,Russell,0 days 00:08:31,511.00000000000006,8.0
Katelyn Hernandez,2017-10-12 07:21:24,2017-10-12 07:26:51,Cash,1,0.9,6.0,1.0,0.0,Hernandez,0 days 00:05:27,327.0,7.0
Paul Hooper,2017-08-20 16:03:51,2017-08-20 16:16:36,Cash,2,1.6,10.0,0.0,0.0,Hooper,0 days 00:12:45,765.0,10.0
Robert Clark,2017-12-18 18:36:38,2017-12-18 19:04:13,Cash,1,9.1,28.5,4.0,0.0,Clark,0 days 00:27:35,1655.0,32.5
James Mendoza,2017-11-09 00:49:48,2017-11-09 00:54:17,Card,1,1.03,5.5,1.36,0.0,Mendoza,0 days 00:04:29,269.0,6.86
Brian Hendrix,2017-08-02 18:38:03,2017-08-02 18:41:13,Card,1,0.3,4.0,0.0,0.0,Hendrix,0 days 00:03:10,190.0,4.0
Kendra Rodriguez,2017-04-12 20:14:13,2017-04-12 20:19:16,Cash,1,1.18,6.0,1.46,0.0,Rodriguez,0 days 00:05:03,303.0,7.46
Terri Morse,2017-07-28 19:22:33,2017-07-28 19:52:48,Card,5,3.96,21.0,4.56,0.0,Morse,0 days 00:30:15,1815.0,25.56
Rebecca Griffith,2017-12-07 13:32:50,2017-12-07 13:48:39,Card,6,2.7,12.5,2.66,0.0,Griffith,0 days 00:15:49,949.0000000000001,15.16
John Deleon,2017-04-17 09:21:08,2017-04-17 09:40:13,Card,1,6.2,20.5,4.0,0.0,Deleon,0 days 00:19:05,1145.0,24.5
Andrew Lin,2017-11-03 22:27:32,2017-11-03 22:41:46,Card,1,2.6,12.0,2.65,0.0,Lin,0 days 00:14:14,854.0,14.65
David Lopez,2017-10-21 12:05:40,2017-10-21 12:12:19,Card,1,1.1,7.0,0.0,0.0,Lopez,0 days 00:06:39,399.0,7.0
Julia King,2017-11-16 08:23:43,2017-11-16 08:41:31,Cash,1,7.8,23.0,4.76,0.0,King,0 days 00:17:48,1068.0,27.759999999999998
Rebecca Buchanan,2017-01-01 16:20:12,2017-01-01 16:47:09,Cash,1,10.2,30.5,7.35,5.54,Buchanan,0 days 00:26:57,1617.0,43.39
Mark May,2017-04-04 21:14:35,2017-04-04 21:19:00,Card,1,0.7,5.0,0.0,0.0,May,0 days 00:04:25,265.0,5.0
Michelle Singh,2017-04-28 11:33:08,2017-04-28 11:46:06,Card,1,1.8,10.0,2.7,0.0,Singh,0 days 00:12:58,778.0,12.7
Brandon David,2017-01-31 15:39:35,2017-01-31 16:11:08,Card,2,8.28,29.5,6.06,0.0,David,0 days 00:31:33,1893.0000000000002,35.56
Jennifer Keller,2017-05-12 11:38:44,2017-05-12 12:00:32,Card,5,1.4,13.5,2.0,0.0,Keller,0 days 00:21:48,1308.0,15.5
Mr. Thomas Lee,2017-08-11 09:31:08,2017-08-11 09:46:02,Cash,5,1.33,10.5,2.82,0.0,Lee,0 days 00:14:54,894.0,13.32
Raymond Hill Jr.,2017-10-01 13:35:51,2017-10-01 13:55:53,Cash,1,4.49,17.5,0.0,0.0,Jr.,0 days 00:20:02,1202.0,17.5
Heather Mendez,2017-09-03 14:24:47,2017-09-03 14:38:08,Card,1,9.4,26.0,6.5,5.76,Mendez,0 days 00:13:21,801.0,38.26
Laura Macias,2017-01-27 23:24:06,2017-01-27 23:32:13,Cash,2,1.7,8.0,1.0,0.0,Macias,0 days 00:08:07,487.00000000000006,9.0
Mary Moss,2017-05-20 23:41:44,2017-05-20 23:47:08,Cash,1,1.2,6.0,0.0,0.0,Moss,0 days 00:05:24,324.0,6.0
Donald Brown,2017-08-22 06:13:54,2017-08-22 06:18:53,Card,6,1.83,7.5,1.24,0.0,Brown,0 days 00:04:59,299.0,8.74
Miranda Reilly,2017-06-21 10:07:02,2017-06-21 10:16:28,Cash,2,0.8,7.5,1.65,0.0,Reilly,0 days 00:09:26,566.0,9.15
Phillip Thornton,2017-06-30 22:30:57,2017-06-30 22:41:37,Cash,1,1.0,8.0,1.0,0.0,Thornton,0 days 00:10:40,640.0,9.0
Brendan Miller,2017-07-26 22:54:13,2017-07-26 23:11:27,Cash,2,3.89,15.0,3.26,0.0,Miller,0 days 00:17:14,1034.0,18.259999999999998
Amy Hardy,2017-09-05 14:29:09,2017-09-05 14:33:42,Cash,1,0.93,5.5,1.26,0.0,Hardy,0 days 00:04:33,273.0,6.76
